url,titulo,descricao,categoria,data,grupo,grupo3,texto_limpo,n_tokens,n_unicos,topico_lda
https://motor1.uol.com.br/news/796723/honda-lanca-novo-city-india/,"Novo Honda City 2027 tem cara de esportivo, mais tecnologias e híbrido","Apresentado na Índia, novo Honda City 2027 antecipa mudanças de meia-vida que devem chegar em breve ao Brasil, incluindo novos equipamentos de segurança.",Análise,2026-05-22T14:10:33+00:00,Elétrico,Elétrico,honda city cara esportivo tecnologias hibrido apresentado india honda city antecipa mudancas meia vida devem chegar breve incluindo novos equipamentos seguranca,21,19,3
https://motor1.uol.com.br/news/796722/stellantis-novos-hibridos-plenos-2030/,"Stellantis terá 24 carros híbridos plenos até 2030 entre Jeep, Fiat e demais marcas","Até o fim da década, o Grupo Stellantis terá novos modelos de carros totalmente híbridos, algo que não fez até agora entre as marcas Fiat, Jeep, Ram e mais.",Análise,2026-05-22T14:01:14+00:00,Geral,Geral,stellantis hibridos plenos jeep fiat demais fim decada grupo stellantis novos totalmente hibridos algo fez agora fiat jeep ram,19,15,5
https://motor1.uol.com.br/news/796657/oficial-novos-fiat-strada-pulse/,"Além do Argo: Fiat terá novos Fastback, Pulse, Strada e SUV de 7 lugares",A Fiat prepara uma ofensiva pesada até 2030: três novos SUVs inéditos e a nova geração da Strada usarão a plataforma Smart Car do novo Argo.,Análise,2026-05-22T11:00:00+00:00,Geral,Geral,alem argo fiat novos fastback pulse strada suv lugares fiat prepara ofensiva pesada tres novos suvs ineditos geracao strada usarao plataforma smart car argo,24,20,3
https://motor1.uol.com.br/news/796661/flagra-dongfeng-dfm-box-brasil/,"Flagra: Anti-Dolphin da Dongfeng, DFM Box acelera testes no Brasil",Elétrico da chinesa pode chegar já em agosto mirando em Geely EX2 em Dolphin Mini entre as opções mais acessíveis.,Análise,2026-05-22T10:00:00+00:00,Elétrico,Elétrico,flagra anti dolphin dongfeng dfm box acelera testes eletrico chinesa chegar agosto mirando geely dolphin mini opcoes acessiveis,18,17,2
https://motor1.uol.com.br/news/796660/cadillac-volta-brasil-tres-lojas/,"Cadillac volta ao Brasil com lojas em São Paulo, Curitiba e Brasília",A Cadillac prepara seu retorno oficial ao mercado de luxo brasileiro ainda este ano. Rede inicial já está definida e operação terá apenas SUVs elétricos.,Análise,2026-05-21T20:06:35+00:00,Elétrico,Elétrico,cadillac volta lojas paulo curitiba brasilia cadillac prepara retorno oficial luxo brasileiro ainda rede inicial definida operacao apenas suvs eletricos,20,19,4
https://motor1.uol.com.br/news/796652/jeep-renegade-compass-commander-plataforma/,Jeep prepara renovação total no Brasil; híbridos ganham força,"Novas gerações do SUVs foram confirmadas pelos planos estratégicos do Grupo Stellantis, podendo usar sistema híbrido pleno.",Análise,2026-05-21T18:42:26+00:00,Elétrico,Elétrico,jeep prepara renovacao total hibridos ganham forca novas geracoes suvs confirmadas planos estrategicos grupo stellantis podendo usar sistema hibrido pleno,20,20,4
https://motor1.uol.com.br/news/796651/fiat-confirma-nome-argo-brasil/,"Fiat encerra rumores e confirma nome do novo Argo, que chega em 2026","Rompendo tradições, a Fiat manterá o nome Argo na nova geração com base de C3; Veja as dimensões do modelo e como o antigo assumirá o posto de Mille na linha.",Análise,2026-05-21T18:09:03+00:00,Geral,Geral,fiat encerra rumores confirma nome argo chega rompendo tradicoes fiat mantera nome argo geracao base dimensoes antigo assumira posto mille linha,21,18,3
https://motor1.uol.com.br/news/796610/ram-1500-rumble-bee-787cv/,Nova Ram 1500 Rumble Bee é um 'Charger com caçamba' de até 787 cv,"Apostando mais no emocional, Ram criou nova versão esportiva para a 1500 que é quase um Charger com caçamba; saibao que muda.",Análise,2026-05-21T17:00:00+00:00,Geral,Geral,ram rumble bee charger cacamba apostando emocional ram criou esportiva quase charger cacamba saibao muda,15,12,5
https://motor1.uol.com.br/news/796618/chevrolet-sonic-2027-14mil-vendidos/,Novo Chevrolet Sonic 2027 vendeu 14 mil unidades em duas semanas,"Feito em Gravataí (RS), o Chevrolet Sonic vendeu 14 mil unidades em apenas 15 dias; conheça os preços, versões e detalhes do novo SUV derivado do Onix.",Análise,2026-05-21T16:00:00+00:00,Geral,Geral,chevrolet sonic vendeu mil duas semanas feito gravatai chevrolet sonic vendeu mil apenas dias conheca detalhes suv derivado onix,19,15,3
https://motor1.uol.com.br/news/796615/fiat-revela-novos-pulse-fastback/,"Fiat revela os futuros Pulse e Fastback, que terão opções híbridas e até 7 lugares",Os novos Fiat Grizzly e Grizzly Fastback serão fabricados no Marrocos e serão desenvolvidos com base na plataforma Smart Car,Análise,2026-05-21T15:39:54+00:00,Geral,Geral,fiat revela futuros pulse fastback opcoes hibridas lugares novos fiat grizzly grizzly fastback fabricados marrocos desenvolvidos base plataforma smart car,20,17,3
https://motor1.uol.com.br/news/796496/omoda-5-corolla-cross-vendas/,Omoda 5 HEV passa Toyota Corolla Cross híbrido em maio,SUV chinês mostrou dominância enquanto o mercado compra mais carros eletrificados; os dados são da Bright Consulting,Análise,2026-05-21T11:00:00+00:00,Elétrico,Elétrico,omoda hev passa toyota corolla cross hibrido maio suv chines mostrou dominancia enquanto compra eletrificados dados bright consulting,18,18,2
https://motor1.uol.com.br/news/796492/jaecoo-7-mais-barato-esgota/,"Jaecoo 7 Elite, versão mais barata do SUV híbrido, esgota pré-venda em 2 dias","Nova configuração mais em conta do Jaecoo 7 PHEV, a Elite, acabou com o primeiro lote num final de semana; veja o que ela oferece.",Análise,2026-05-21T10:00:00+00:00,Elétrico,Elétrico,jaecoo elite barata suv hibrido esgota pre dias configuracao conta jaecoo phev elite acabou primeiro lote final semana oferece,19,17,2
https://motor1.uol.com.br/news/796490/stellantis-jlr-acordo-colaboracao/,O que Stellantis e Jaguar Land Rover podem ganhar com nova parceria?,A Stellantis e a Jaguar Land Rover assinaram um memorando de entendimento para desenvolver automóveis e tecnologias para o mercado norte-americano.,Análise,2026-05-20T19:32:32+00:00,Geral,Geral,stellantis jaguar land rover podem ganhar parceria stellantis jaguar land rover assinaram memorando entendimento desenvolver automoveis tecnologias norte americano,19,15,2
https://motor1.uol.com.br/news/796479/novo-mercedes-amg-gt-eletrico/,Novo Mercedes-AMG GT 4 Door Coupé é elétrico com mais de 1.100 cv,"O carro-chefe da Mercedes-AMG, o GT 4 Door Coupé, troca o motor a combustão por uma bateria de grande capacidade para entregar mais de 1.100 cv.",Análise,2026-05-20T18:38:16+00:00,Elétrico,Elétrico,mercedes amg door coupe eletrico chefe mercedes amg door coupe troca combustao bateria grande capacidade entregar,16,12,1
https://motor1.uol.com.br/news/796453/argentina-sobreposicao-precos-impostos-carros/,VW tem Nivus mais barato que Polo Track na Argentina após redução de impostos,Mudanças no 'imposto de luxo' de Javier Milei e a trava dos consórcios locais criam sobreposição bizarra na tabela da Volkswagen na Argentina.,Análise,2026-05-20T16:00:00+00:00,Geral,Geral,nivus barato polo track argentina apos reducao impostos mudancas imposto luxo javier milei trava consorcios locais criam sobreposicao bizarra tabela volkswagen argentina,22,21,5
https://motor1.uol.com.br/news/796444/jeep-fiat-produzira-chineses-europa/,Stellantis usará chinesa Dongfeng para acelerar produção de carros elétricos,"Grupo Stellantis fecha parceria com a chinesa para produção e comercialização da marca premium Voyah, contornando barreiras tarifárias.",Análise,2026-05-20T14:08:58+00:00,Elétrico,Elétrico,stellantis usara chinesa dongfeng acelerar producao eletricos grupo stellantis fecha parceria chinesa producao comercializacao premium voyah contornando barreiras tarifarias,19,16,3
https://motor1.uol.com.br/news/796356/brabus-bodo-hiper-gt-alemao/,Brabus Bodo: novo hiper-GT alemão tem motor V12 e base de Aston Martin,"Homenagem ao fundador da preparadora, Brabus Bodo terá apenas 77 unidades. Modelo traz carroceria de carbono, rodas de 21'' e motor V12 de 360 km/h.",Análise,2026-05-20T11:00:00+00:00,Geral,Geral,brabus bodo hiper alemao base aston martin homenagem fundador preparadora brabus bodo apenas traz carroceria carbono rodas,17,15,3
https://motor1.uol.com.br/news/796364/dongfeng-nome-dfm-brasil/,Chinesa DongFeng mudará nome e terá ,Nova marca chinesa adotará a sigla DFM no mercado brasileiro e planeja lançar um hatch elétrico na faixa de R$ 120 mil para brigar com rivais.,Análise,2026-05-20T10:00:00+00:00,Elétrico,Elétrico,chinesa dongfeng mudara nome chinesa adotara sigla dfm brasileiro planeja lancar hatch eletrico faixa mil brigar rivais,17,16,3
https://motor1.uol.com.br/news/796366/governo-subsidio-carro-novo-app/,Motoristas de app já podem financiar carro com juros abaixo de 1%; veja regras,"Programa Move Brasil está em vigor com R$ 30 bilhões para financiar modelos flex, elétricos e híbridos de até R$ 150 mil. Veja como se cadastrar.",Análise,2026-05-20T01:31:36+00:00,Misto/Híbrido,Combustão/Híbrido,motoristas app podem financiar juros abaixo regras programa move vigor bilhoes financiar flex eletricos hibridos mil cadastrar,17,16,4
https://motor1.uol.com.br/news/796319/bmw-serie-1-versao-eletrica/,Novo BMW Série 1 ganhará versão elétrica com tração traseira em 2028,A próxima geração do BMW Série 1 está recebendo uma versão elétrica dedicada baseada na plataforma Neue Klasse.,Análise,2026-05-19T20:54:05+00:00,Elétrico,Elétrico,bmw serie ganhara eletrica tracao traseira proxima geracao bmw serie recebendo eletrica dedicada baseada plataforma neue klasse,17,14,5
https://motor1.uol.com.br/news/796339/fiat-planos-sucessor-mobi-europa/,Resposta aos chineses? Fiat anuncia planos do sucessor elétrico do Mobi,"Chamado de projeto E-Car, modelo terá truques de kei car para rivalizar com elétricos chineses como BYD Dolphin Mini e Geely EX2.",Análise,2026-05-19T19:54:51+00:00,Elétrico,Elétrico,resposta chineses fiat anuncia planos sucessor eletrico mobi chamado projeto car truques kei car rivalizar eletricos chineses byd dolphin mini geely,21,19,3
https://motor1.uol.com.br/news/796352/bmw-revela-futuro-alpina-conceito/,"BMW revela futuro da divisão Alpina, com V8 e sem limitador ",Nova fase da Alpina terá modelos acima dos M Performance e quer manter tradição do luxo e esportividade pelo qual ficou conhecida.,Análise,2026-05-19T18:47:48+00:00,Geral,Geral,bmw revela futuro divisao alpina limitador fase alpina acima performance quer manter tradicao luxo esportividade ficou conhecida,17,16,2
https://motor1.uol.com.br/news/796315/vw-golf-gti-segundo-lote/,VW Golf GTI tem mais um lote e novas cores por R$ 7.900,Primeiro lote do VW Golf GTI foi aberto em setembro do ano passado e esgotou rapidamente; novas pinturas acrescentam R$ 7.900 ao preço,Análise,2026-05-19T15:53:12+00:00,Geral,Geral,golf gti lote novas cores primeiro lote golf gti aberto setembro passado esgotou rapidamente novas pinturas acrescentam,17,13,1
https://motor1.uol.com.br/news/796312/segredo-jeep-cherokee-2028-registro/,Novo Jeep Cherokee híbrido é registrado no Brasil e deve chegar importado do México,"SUV que fez fama da Jeep por aqui, Cherokee pode retornar em breve; nova geração surgiu em 2025 e é só híbrida.",Análise,2026-05-19T14:57:27+00:00,Elétrico,Elétrico,jeep cherokee hibrido registrado deve chegar importado mexico suv fez fama jeep aqui cherokee retornar breve geracao surgiu hibrida,19,17,3
https://motor1.uol.com.br/news/796237/aumento-pena-morte-transito-camara/,Motorista que matar no trânsito pode ficar 10 anos sem CNH; entenda proposta,"Texto aprovado na Câmara endurece punições para homicídio culposo, elevando a 10 anos o tempo de suspensão do direito de dirigir.",Análise,2026-05-19T12:00:00+00:00,Geral,Geral,motorista matar transito ficar anos cnh entenda proposta texto aprovado camara endurece punicoes homicidio culposo elevando anos tempo suspensao direito dirigir,21,20,4
https://motor1.uol.com.br/news/796236/bmw-m3-despedida-cambio-manual/,BMW M3 CS se despedirá com série limitada e câmbio manual,"Já tendo apresentado o I3, geração atual do Série 3 começa a se despedir com chave de ouro; série será limitada e focada na América do Norte.",Análise,2026-05-19T11:00:00+00:00,Combustão,Combustão/Híbrido,bmw despedira serie limitada cambio manual tendo apresentado geracao atual serie comeca despedir chave ouro serie limitada focada america norte,20,17,5
https://motor1.uol.com.br/news/796206/vw-planos-picape-suvs-hibridos/,Nova VW Tukan abrirá nova fase da marca no Brasil com mais picapes e SUVs híbridos,"Volkswagen investirá em modelos híbridos leves, plenos e novos SUVs até o fim da década; saiba o que esperar.",Análise,2026-05-19T10:00:00+00:00,Geral,Geral,tukan abrira fase picapes suvs hibridos volkswagen investira hibridos leves plenos novos suvs fim decada saiba esperar,17,15,2
https://motor1.uol.com.br/news/796234/novo-lada-niva-2028/,"Lada registra um novo Niva, que pode chegar até 2028",Patente mostra uma evolução do lendário jipe soviético; Lada Niva segue na mesma geração desde a década de 1970.,Análise,2026-05-18T21:10:37+00:00,Geral,Geral,lada registra niva chegar patente mostra evolucao lendario jipe sovietico lada niva segue mesma geracao desde decada,17,15,2
https://motor1.uol.com.br/news/796230/o-logan-que-correu-nurburgring/,"Logan, o vencedor moral das 24 Horas de Nürburgring de 2026","Contra todas as expectativas, sedã romeno teve seu dia de Herbie nas pistas, correndo até com Verstappen",Análise,2026-05-18T19:53:00+00:00,Geral,Geral,logan vencedor moral horas nurburgring contra todas expectativas seda romeno dia herbie pistas correndo verstappen,15,15,1
https://motor1.uol.com.br/news/796224/vw-tukan-o-que-sabemos/,Nova VW Tukan: tudo o que já sabemos da nova anti-Toro da marca,"Sistema híbrido, suspensão por eixo rígido e freios a tambor; confira o que a Volkswagen já deixou escapar sobre a Tukan.",Análise,2026-05-18T18:53:38+00:00,Elétrico,Elétrico,tukan tudo sabemos anti toro sistema hibrido suspensao eixo rigido freios tambor confira volkswagen deixou escapar sobre tukan,18,17,2
https://motor1.uol.com.br/news/796171/picape-vw-tukan-revelacao-selecao/,Nova VW Tukan aparece na convocação da Seleção Brasileira para a Copa do Mundo,Volkswagen mostra Tukan antes do técnico Carlo Ancelotti anunciar convocados para a Copa do Mundo; futura picape nacional terá eixo rígido com feixe de molas.,Análise,2026-05-18T16:17:58+00:00,Geral,Geral,tukan aparece convocacao selecao brasileira copa mundo volkswagen mostra tukan antes tecnico carlo ancelotti anunciar convocados copa mundo futura picape nacional eixo rigido feixe molas,25,22,2
https://motor1.uol.com.br/news/796191/ford-plano-7-novos-carros/,Ford anuncia plano para lançar 7 novos carros com ajuda da Renault,"Ford aposta na Europa com 7 novos modelos, incluindo vans elétricas, SUVs e picapes de alta potência, complementados por serviços digitais.
",Análise,2026-05-18T14:30:05+00:00,Elétrico,Elétrico,ford anuncia plano lancar novos ajuda renault ford aposta europa novos incluindo vans eletricas suvs picapes alta potencia complementados servicos digitais,21,19,3
https://motor1.uol.com.br/news/796174/chevrolet-tracker-2027-preco-versoes/,Novo Chevrolet Tracker 2027 fica mais equipado para se afastar do Sonic ,"SUV compacto passou a ter mesmos itens de segurança do Sonic, mas deixou sistema híbrido leve para depois.",Análise,2026-05-18T13:55:09+00:00,Elétrico,Elétrico,chevrolet tracker fica equipado afastar sonic suv compacto passou mesmos itens seguranca sonic deixou sistema hibrido leve,17,16,2
https://motor1.uol.com.br/news/796172/renault-niagara-nome-data-confirmados/,Renault Niagara será a nova picape anti-Toro com revelação em setembro,"Nova picape intermediária, Renault Niagara deve usar o SUV Boreal como base chegará primeiro à Argentina.",Análise,2026-05-18T13:14:09+00:00,Geral,Geral,renault niagara picape anti toro revelacao setembro picape intermediaria renault niagara deve usar suv boreal base chegara primeiro argentina,19,16,5
https://motor1.uol.com.br/news/796098/ranking-vendas-china-abril-byd/,China em abril: Geely EX2 é o carro mais vendido; BYD cai 38%,"Num mercado que não teve um mês sequer de crescimento em 2026, China vê Geely EX2 liderar, BYD derreter e modelos da Xiaomi e da Leapmotor se destacarem.",Análise,2026-05-18T13:00:00+00:00,Elétrico,Elétrico,china abril geely vendido byd cai mes sequer crescimento china geely liderar byd derreter xiaomi leapmotor destacarem,17,14,4
https://motor1.uol.com.br/news/796045/edays-2026-test-drive-eletrificados/,E-Days 2026 terá test-drives com veículos eletrificados e reforça o “E” de Experience,"Evento amplia sua proposta ao incorporar experiências práticas com híbridos e elétricos, aproximando o público das tecnologias que estão redefinindo a mobilidade",Análise,2026-05-18T11:00:00+00:00,Elétrico,Elétrico,days test drives veiculos eletrificados reforca experience evento amplia proposta incorporar experiencias praticas hibridos eletricos aproximando publico tecnologias redefinindo mobilidade,20,20,4
https://motor1.uol.com.br/news/796007/lista-novos-carros-brasil-2026/,"Sucessor do Argo, picape da BYD e novos SUVs: o que as marcas ainda preparam para 2026?",Reunimos de A a Z os carros confirmados e flagrados em testes para Brasil que chegam antes do final de 2026. ,Análise,2026-05-18T10:00:00+00:00,Elétrico,Elétrico,sucessor argo picape byd novos suvs ainda preparam reunimos confirmados flagrados testes chegam antes final,15,15,1
https://motor1.uol.com.br/news/796051/tesla-fim-model-s-robos/,Tesla mira nos robôs e tira de linha os Model S e X,As últimas unidades do Model X e do Model S saíram da linha de montagem na última semana e marcam o fim de uma era para a Tesla.,Análise,2026-05-17T14:00:00+00:00,Elétrico,Elétrico,tesla mira robos tira linha model ultimas model model sairam linha montagem ultima semana marcam fim tesla,17,13,2
https://motor1.uol.com.br/news/796033/honda-hrv-wrv-civic-hrc/,"Honda HR-V, WR-V e Civic ganharão linha esportiva de grife",Honda confirma expansão de modelos HRC e indica estratégia para levar sua tradição no automobilismo aos carros de rua.,Análise,2026-05-17T13:00:00+00:00,Geral,Geral,honda civic ganharao linha esportiva grife honda confirma expansao hrc indica estrategia levar tradicao automobilismo rua,16,15,3
https://motor1.uol.com.br/news/796049/montadoras-voltam-atras-hibridos-mundo/,Carros híbridos voltam a fazer parte da estratégia das montadoras; entenda,"Para fugir das baixas margens dos elétricos puros, grupos como VW, Toyota e Honda apostam em plataformas flexíveis com motores térmicos e híbridos.",Análise,2026-05-17T12:00:00+00:00,Elétrico,Elétrico,hibridos voltam fazer parte estrategia montadoras entenda fugir baixas margens eletricos puros grupos toyota honda apostam plataformas flexiveis motores termicos hibridos,21,20,4
https://motor1.uol.com.br/news/796076/vendas-maio-parcial-byd-toyota/,Veja quais são os carros mais vendidos do Brasil em maio até agora,"Fiat Strada segue na liderança, mas BYD Dolphin Mini estreia no Top 5 e Toyota Yaris Cross surpreende no ranking da quinzena",Análise,2026-05-16T16:00:00+00:00,Elétrico,Elétrico,quais vendidos maio agora fiat strada segue lideranca byd dolphin mini estreia top toyota yaris cross surpreende ranking quinzena,19,19,2
https://motor1.uol.com.br/news/796043/honda-motos-salvando-carros/,CG pagando a conta do Civic? Motos da Honda irão conter prejuízo da marca,As vendas em alta da divisão de duas rodas da Honda em todo o mundo podem ajudar a marca a se recuperar do maior prejuízo de sua história.,Análise,2026-05-16T15:00:00+00:00,Geral,Geral,pagando conta civic motos honda irao conter prejuizo alta divisao duas rodas honda todo mundo podem ajudar recuperar maior prejuizo historia,21,19,3
https://motor1.uol.com.br/news/796017/byd-dolphin-g-rival-golf/,Dolphin G será 1º BYD feito para Europa e mira no Golf PHEV,A BYD muda de estratégia e cria um hatch híbrido plug-in sob medida para as ruas apertadas da Europa. Ele será diferente dos dois elétricos oferecidos hoje.,Análise,2026-05-15T21:00:00+00:00,Elétrico,Elétrico,dolphin byd feito europa mira golf phev byd muda estrategia cria hatch hibrido plug sob medida ruas apertadas europa diferente dois eletricos oferecidos hoje,24,22,4
https://motor1.uol.com.br/news/796061/chevrolet-sonic-2027-precos/,"Chevrolet Sonic 2027 mantém preços de lançamento, mas passa de R$ 140 mil sem promoção","Chevrolet confirma que manterá preços promocionais de lançamento do Sonic 2027, mas valores cheios podem passar de R$ 140 mil.",Análise,2026-05-15T20:46:58+00:00,Geral,Geral,chevrolet sonic mantem lancamento passa mil promocao chevrolet confirma mantera promocionais lancamento sonic valores cheios podem passar mil,18,14,4
https://motor1.uol.com.br/news/796055/segredo-hyundai-bayon-rodando-brasil/,EXCLUSIVO: novo Hyundai Bayon já iniciou testes no Brasil,"Modelo faz parte do plano de R$ 1,1 bilhão da marca no país e será produzido em Piracicaba (SP) ao lado do i20; Veja a estratégia de produção nacional da marca.",Análise,2026-05-15T20:15:37+00:00,Geral,Geral,exclusivo hyundai bayon iniciou testes faz parte plano bilhao pais produzido piracicaba lado estrategia producao nacional,16,16,4
https://motor1.uol.com.br/news/796010/stellantis-dongfeng-jeep-china-exportacao/,Stellantis fabricará Jeep na China com a Dongfeng para exportação,Grupo prepara SUVs eletrificados globais da Jeep com tecnologia chinesa e investimento bilionário para vender fora da China.,Análise,2026-05-15T20:00:00+00:00,Geral,Geral,stellantis fabricara jeep china dongfeng exportacao grupo prepara suvs eletrificados globais jeep tecnologia chinesa investimento bilionario vender china,18,16,4
https://motor1.uol.com.br/news/796031/ford-maverick-perde-cores-brasil/,Ford Maverick está menos colorida em todas as versões; entenda ,"Conhecida pela sua diversidade de cores, a picape Ford Maverick passa a ter menos opções de tons disponíveis; marca focará em branco, cinza e preto.",Análise,2026-05-15T19:00:00+00:00,Geral,Geral,ford maverick menos colorida todas entenda conhecida diversidade cores picape ford maverick passa menos opcoes tons disponiveis focara branco cinza preto,21,18,4
https://motor1.uol.com.br/news/796025/honda-hrv-nova-geracao-hibrida/,Honda HR-V vai ser híbrido na próxima geração e chega em 2028,"Honda HR-V vai ser híbrido na próxima geração para tirar marca do prejuízo, ganhando versão aventureira antes disso.",Análise,2026-05-15T18:00:00+00:00,Elétrico,Elétrico,honda hibrido proxima geracao chega honda hibrido proxima geracao tirar prejuizo ganhando aventureira antes disso,15,11,3
https://motor1.uol.com.br/news/795920/novo-bmw-m135-preco-motor-impress%C3%B5es/,"Aceleramos: BMW M135 chega com preço de Golf GTI, mas com 317 cv e tração integral","Hatch da marca bávara aposta na tradição, com motor 2.0 twinturbo a gasolina e câmbio de dupla embreagem; cabine com telão curvo é um dos destaques.",Análise,2026-05-15T16:00:00+00:00,Combustão,Combustão/Híbrido,aceleramos bmw chega golf gti tracao integral hatch bavara aposta tradicao twinturbo gasolina cambio dupla embreagem cabine telao curvo destaques,20,20,3
https://motor1.uol.com.br/news/795994/flagra-bmw-m5-m3-eletrico/,Flagra mostra novos BMW M5 e M3 elétrico em alta velocidade,A BMW está dando os últimos retoques no primeiro M3 elétrico da história e em uma versão renovada do M5 com um motor V8 híbrido plug-in; dupla estreia em 2027.,Análise,2026-05-15T14:53:13+00:00,Elétrico,Elétrico,flagra mostra novos bmw eletrico alta velocidade bmw dando ultimos retoques primeiro eletrico historia renovada hibrido plug dupla estreia,19,17,1
https://motor1.uol.com.br/news/795914/bmw-m4-pre-venda-brasil/,Novo BMW M4 já está em pré-venda no Brasil e parte de R$ 908.950,"O novo BMW M4 Competition já está em pré-venda. Confira os preços das versões, detalhes do motor de 510 cv e o desempenho do cupê esportivo.",Análise,2026-05-14T20:22:02+00:00,Geral,Geral,bmw pre parte bmw competition pre confira detalhes desempenho cupe esportivo,11,9,1
https://motor1.uol.com.br/news/795801/governo-financiamento-especial-motoristas-app/,Governo cria financiamento especial para motoristas de app comprarem carros 0 km,"Com alta de 76,5% no aluguel de carros segundo a ABLA, governo federal lança programa de crédito para motoristas de app comprarem veículos zero-quilômetro.",Análise,2026-05-14T20:03:24+00:00,Geral,Geral,governo cria financiamento especial motoristas app comprarem alta aluguel segundo abla governo federal lanca programa credito motoristas app comprarem veiculos zero quilometro,22,18,4
